ID,Question_Number,Module_ID,Module_Name,Year_Group,Strand,Substrand,Level,Difficulty_Score,Question_Type,Question_Text,Visual_Type,Question_Data_JSON,Correct_Answer,Answer_Type,Options_JSON,Hint,Tags,Generated_At,Parameters_JSON
N04_Y5_NPV_1762009300579_aa3y90qxl,1,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",2,57,multiple_choice,"Round 35,439 to the nearest 100",multiple_choice,"{""originalText"":""Round 35,439 to the nearest 100"",""type"":""place_value"",""number"":35,""operation"":""rounding""}",35400,single_choice,"[35439,35500,35300,35400]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-number_line_jump; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":10000,""max_value"":500000,""operations"":[""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""number_line_jump""],""rounding_bases"":[100,1000,10000,100000],""number_line_max"":500000,""estimation_ranges"":[[0,100000],[100000,300000],[300000,500000]]}"
N04_Y5_NPV_1762009300579_04zocgf5q,2,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",2,57,multiple_choice,"Which range best estimates 430,770?",multiple_choice,"{""originalText"":""Which range best estimates 430,770?"",""type"":""place_value"",""number"":430,""operation"":""generic""}","300,000 to 500,000",single_choice,"[""0 to 100,000"",""100,000 to 300,000"",""300,000 to 500,000""]","Think about which range 430,770 falls between",multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-number_line_jump; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":10000,""max_value"":500000,""operations"":[""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""number_line_jump""],""rounding_bases"":[100,1000,10000,100000],""number_line_max"":500000,""estimation_ranges"":[[0,100000],[100000,300000],[300000,500000]]}"
N04_Y5_NPV_1762009300579_r6jjypfcy,3,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",2,57,multiple_choice,"Round 473,125 to the nearest thousand",multiple_choice,"{""originalText"":""Round 473,125 to the nearest thousand"",""type"":""place_value"",""number"":473,""operation"":""rounding""}",473000,single_choice,"[473125,472000,473000,474000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-number_line_jump; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":10000,""max_value"":500000,""operations"":[""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""number_line_jump""],""rounding_bases"":[100,1000,10000,100000],""number_line_max"":500000,""estimation_ranges"":[[0,100000],[100000,300000],[300000,500000]]}"
N04_Y5_NPV_1762009300579_rgqrkvy9g,4,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",2,57,multiple_choice,"Round 184,387 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 184,387 to the nearest hundred thousand"",""type"":""place_value"",""number"":184,""operation"":""rounding""}",200000,single_choice,"[300000,184387,200000,100000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-number_line_jump; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":10000,""max_value"":500000,""operations"":[""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""number_line_jump""],""rounding_bases"":[100,1000,10000,100000],""number_line_max"":500000,""estimation_ranges"":[[0,100000],[100000,300000],[300000,500000]]}"
N04_Y5_NPV_1762009300579_z804ysriz,5,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",2,57,multiple_choice,"Estimate 317,408 - 203,083",multiple_choice,"{""originalText"":""Estimate 317,408 - 203,083"",""type"":""place_value"",""number"":317,""operation"":""generic""}",114000,single_choice,"[104000,114000,114325,124000]",Round both numbers to make the calculation easier,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-number_line_jump; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":10000,""max_value"":500000,""operations"":[""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""number_line_jump""],""rounding_bases"":[100,1000,10000,100000],""number_line_max"":500000,""estimation_ranges"":[[0,100000],[100000,300000],[300000,500000]]}"
N04_Y5_NPV_1762009300579_ir82m0h24,1,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",3,77,multiple_choice,"Round 169,157 and 563,133 to the nearest 100. Which rounded number is larger?",multiple_choice,"{""originalText"":""Round 169,157 and 563,133 to the nearest 100. Which rounded number is larger?"",""type"":""place_value"",""number"":169,""operation"":""rounding""}",563100,single_choice,"[169200,563100]","Round both numbers first, then compare",multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":10000,""max_value"":1000000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10,100,1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y5_NPV_1762009300580_dfhdiz2ho,2,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",3,77,multiple_choice,"Round 626,678 to the nearest 100",multiple_choice,"{""originalText"":""Round 626,678 to the nearest 100"",""type"":""place_value"",""number"":626,""operation"":""rounding""}",626700,single_choice,"[626678,626600,626700,626800]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":10000,""max_value"":1000000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10,100,1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y5_NPV_1762009300580_vqgcb46du,3,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",3,77,multiple_choice,"Round 155,928 to the nearest thousand",multiple_choice,"{""originalText"":""Round 155,928 to the nearest thousand"",""type"":""place_value"",""number"":155,""operation"":""rounding""}",156000,single_choice,"[155928,155000,156000,157000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":10000,""max_value"":1000000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10,100,1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y5_NPV_1762009300580_eskxzaoc1,4,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",3,77,multiple_choice,"Estimate 976,520 + 397,134",multiple_choice,"{""originalText"":""Estimate 976,520 + 397,134"",""type"":""place_value"",""number"":976,""operation"":""generic""}",1374000,single_choice,"[1364000,1374000,1373654,1384000]",Round both numbers to make the calculation easier,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":10000,""max_value"":1000000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10,100,1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y5_NPV_1762009300580_6re2prtwq,5,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",3,77,multiple_choice,"Round 303,153 to the nearest ten thousand",multiple_choice,"{""originalText"":""Round 303,153 to the nearest ten thousand"",""type"":""place_value"",""number"":303,""operation"":""rounding""}",300000,single_choice,"[290000,303153,300000,310000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":10000,""max_value"":1000000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10,100,1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y5_NPV_1762009300580_x5gi8hl8h,1,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",4,97,multiple_choice,"Round 657,236 to the nearest ten thousand",multiple_choice,"{""originalText"":""Round 657,236 to the nearest ten thousand"",""type"":""place_value"",""number"":657,""operation"":""rounding""}",660000,single_choice,"[657236,660000,670000,650000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":100000,""max_value"":1000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,200000],[200000,500000],[500000,800000],[800000,1000000]]}"
N04_Y5_NPV_1762009300580_mxmxtzs49,2,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",4,97,multiple_choice,"Round 347,452 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 347,452 to the nearest hundred thousand"",""type"":""place_value"",""number"":347,""operation"":""rounding""}",300000,single_choice,"[300000,347452,200000,400000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":100000,""max_value"":1000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,200000],[200000,500000],[500000,800000],[800000,1000000]]}"
N04_Y5_NPV_1762009300580_7dx8cysrs,3,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",4,97,multiple_choice,"Round 825,012 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 825,012 to the nearest hundred thousand"",""type"":""place_value"",""number"":825,""operation"":""rounding""}",800000,single_choice,"[800000,900000,700000,825012]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":100000,""max_value"":1000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,200000],[200000,500000],[500000,800000],[800000,1000000]]}"
N04_Y5_NPV_1762009300580_igb94s85i,4,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",4,97,multiple_choice,"Round 572,976 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 572,976 to the nearest hundred thousand"",""type"":""place_value"",""number"":572,""operation"":""rounding""}",600000,single_choice,"[700000,572976,500000,600000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":100000,""max_value"":1000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,200000],[200000,500000],[500000,800000],[800000,1000000]]}"
N04_Y5_NPV_1762009300580_8i9cmtyix,5,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",4,97,multiple_choice,"A company's annual revenue is £649,994. To what place value should this be rounded for reporting?",multiple_choice,"{""originalText"":""A company's annual revenue is £649,994. To what place value should this be rounded for reporting?"",""type"":""place_value"",""number"":649,""operation"":""place_value""}",100,single_choice,"[""100"",""1,000"",""10,000"",""100,000""]",Think about which level of accuracy makes sense for this context,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.580Z,"{""min_value"":100000,""max_value"":1000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,200000],[200000,500000],[500000,800000],[800000,1000000]]}"
N04_Y6_NPV_1762009300581_kwir2ole2,1,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",1,37,multiple_choice,"Round 751,900 to the nearest ten thousand",multiple_choice,"{""originalText"":""Round 751,900 to the nearest ten thousand"",""type"":""place_value"",""number"":751,""operation"":""rounding""}",750000,single_choice,"[760000,751900,740000,750000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":1000,""max_value"":1000000,""operations"":[""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position""],""rounding_bases"":[1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y6_NPV_1762009300581_mov3qx3db,2,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",1,37,multiple_choice,"Round 430,979 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 430,979 to the nearest hundred thousand"",""type"":""place_value"",""number"":430,""operation"":""rounding""}",400000,single_choice,"[400000,500000,300000,430979]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":1000,""max_value"":1000000,""operations"":[""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position""],""rounding_bases"":[1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y6_NPV_1762009300581_0uf8x07vu,3,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",1,37,multiple_choice,"Which range best estimates 840,524?",multiple_choice,"{""originalText"":""Which range best estimates 840,524?"",""type"":""place_value"",""number"":840,""operation"":""generic""}","750,000 to 1,000,000",single_choice,"[""0 to 250,000"",""250,000 to 500,000"",""500,000 to 750,000"",""750,000 to 1,000,000""]",Find which range the number falls between,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":1000,""max_value"":1000000,""operations"":[""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position""],""rounding_bases"":[1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y6_NPV_1762009300581_ug7mnha7u,4,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",1,37,multiple_choice,"Round 665,615 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 665,615 to the nearest hundred thousand"",""type"":""place_value"",""number"":665,""operation"":""rounding""}",700000,single_choice,"[700000,665615,800000,600000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":1000,""max_value"":1000000,""operations"":[""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position""],""rounding_bases"":[1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y6_NPV_1762009300581_z1fuyzf3f,5,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",1,37,multiple_choice,"Round 966,978 to the nearest ten thousand",multiple_choice,"{""originalText"":""Round 966,978 to the nearest ten thousand"",""type"":""place_value"",""number"":966,""operation"":""rounding""}",970000,single_choice,"[966978,980000,970000,960000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_thousand; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-estimate_position; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":1000,""max_value"":1000000,""operations"":[""round_to_thousand"",""round_to_ten_thousand"",""round_to_hundred_thousand"",""estimate_position""],""rounding_bases"":[1000,10000,100000],""number_line_max"":1000000,""estimation_ranges"":[[0,250000],[250000,500000],[500000,750000],[750000,1000000]]}"
N04_Y6_NPV_1762009300581_kvb173aee,1,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",2,60,multiple_choice,"Round 3,144,953 and 1,538,002 to the nearest 1,000,000. Which rounded number is larger?",multiple_choice,"{""originalText"":""Round 3,144,953 and 1,538,002 to the nearest 1,000,000. Which rounded number is larger?"",""type"":""place_value"",""number"":3,""operation"":""rounding""}",3000000,single_choice,"[3000000,2000000]","Round both numbers first, then compare",multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-round_to_million; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":10000,""max_value"":5000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""round_to_million"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10000,100000,1000000],""number_line_max"":5000000,""estimation_ranges"":[[0,1000000],[1000000,3000000],[3000000,5000000]]}"
N04_Y6_NPV_1762009300581_8ro88d89s,2,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",2,60,multiple_choice,"Round 4,153,532 and 561,305 to the nearest 10,000. Which rounded number is larger?",multiple_choice,"{""originalText"":""Round 4,153,532 and 561,305 to the nearest 10,000. Which rounded number is larger?"",""type"":""place_value"",""number"":4,""operation"":""rounding""}",4150000,single_choice,"[4150000,560000]","Round both numbers first, then compare",multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-round_to_million; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":10000,""max_value"":5000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""round_to_million"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10000,100000,1000000],""number_line_max"":5000000,""estimation_ranges"":[[0,1000000],[1000000,3000000],[3000000,5000000]]}"
N04_Y6_NPV_1762009300581_6nz6azfzs,3,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",2,60,multiple_choice,"Round 1,321,643 to the nearest ten thousand",multiple_choice,"{""originalText"":""Round 1,321,643 to the nearest ten thousand"",""type"":""place_value"",""number"":1,""operation"":""rounding""}",1320000,single_choice,"[1310000,1321643,1320000,1330000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-round_to_million; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":10000,""max_value"":5000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""round_to_million"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10000,100000,1000000],""number_line_max"":5000000,""estimation_ranges"":[[0,1000000],[1000000,3000000],[3000000,5000000]]}"
N04_Y6_NPV_1762009300581_ygh1g7wju,4,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",2,60,multiple_choice,"Round 2,900,219 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 2,900,219 to the nearest hundred thousand"",""type"":""place_value"",""number"":2,""operation"":""rounding""}",2900000,single_choice,"[3000000,2900219,2800000,2900000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-round_to_million; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":10000,""max_value"":5000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""round_to_million"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10000,100000,1000000],""number_line_max"":5000000,""estimation_ranges"":[[0,1000000],[1000000,3000000],[3000000,5000000]]}"
N04_Y6_NPV_1762009300581_e9e1fg7yi,5,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",2,60,multiple_choice,"Round 3,478,416 to the nearest million",multiple_choice,"{""originalText"":""Round 3,478,416 to the nearest million"",""type"":""place_value"",""number"":3,""operation"":""rounding""}",3000000,single_choice,"[3478416,4000000,3000000,2000000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_ten_thousand; op-round_to_hundred_thousand; op-round_to_million; op-estimate_calculation; op-compare_rounded; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":10000,""max_value"":5000000,""operations"":[""round_to_ten_thousand"",""round_to_hundred_thousand"",""round_to_million"",""estimate_calculation"",""compare_rounded""],""rounding_bases"":[10000,100000,1000000],""number_line_max"":5000000,""estimation_ranges"":[[0,1000000],[1000000,3000000],[3000000,5000000]]}"
N04_Y6_NPV_1762009300581_gj394jrcv,1,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",3,80,multiple_choice,"Round 1,931,028 to the nearest hundred thousand",multiple_choice,"{""originalText"":""Round 1,931,028 to the nearest hundred thousand"",""type"":""place_value"",""number"":1,""operation"":""rounding""}",1900000,single_choice,"[2000000,1931028,1900000,1800000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_hundred_thousand; op-round_to_million; op-round_to_ten_million; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":100000,""max_value"":10000000,""operations"":[""round_to_hundred_thousand"",""round_to_million"",""round_to_ten_million"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[100000,1000000,10000000],""number_line_max"":10000000,""estimation_ranges"":[[0,2500000],[2500000,5000000],[5000000,7500000],[7500000,10000000]]}"
N04_Y6_NPV_1762009300581_kor20adlp,2,N04_Y6_NPV,N04_Y6_NPV: Round to Any Degree of Accuracy,Year 6,Number and Place Value,"Identify, represent and estimate; rounding",3,80,multiple_choice,"Round 8,156,551 to the nearest ten million",multiple_choice,"{""originalText"":""Round 8,156,551 to the nearest ten million"",""type"":""place_value"",""number"":8,""operation"":""rounding""}",10000000,single_choice,"[20000000,8156551,10000000,0]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-6; op-round_to_hundred_thousand; op-round_to_million; op-round_to_ten_million; op-estimate_calculation; op-compare_rounded; op-choose_appropriate_rounding; large-numbers,2025-11-01T15:01:40.581Z,"{""min_value"":100000,""max_value"":10000000,""operations"":[""round_to_hundred_thousand"",""round_to_million"",""round_to_ten_million"",""estimate_calculation"",""compare_rounded"",""choose_appropriate_rounding""],""rounding_bases"":[100000,1000000,10000000],""number_line_max"":10000000,""estimation_ranges"":[[0,2500000],[2500000,5000000],[5000000,7500000],[7500000,10000000]]}"
